rank,lForm,lemma,pos,subLemma,wType,frequency,pmw,PB_rank,PB_frequency,PB_pmw,PM_rank,PM_frequency,PM_pmw,PN_rank,PN_frequency,PN_pmw,LB_rank,LB_frequency,LB_pmw,OW_rank,OW_frequency,OW_pmw,OT_rank,OT_frequency,OT_pmw,OP_rank,OP_frequency,OP_pmw,OB_rank,OB_frequency,OB_pmw,OC_rank,OC_frequency,OC_pmw,OY_rank,OY_frequency,OY_pmw,OV_rank,OV_frequency,OV_pmw,OL_rank,OL_frequency,OL_pmw,OM_rank,OM_frequency,OM_pmw,PB_fixed_rank,PB_fixed_frequency,PB_fixed_pmw,PB_variable_rank,PB_variable_frequency,PB_variable_pmw,PM_fixed_rank,PM_fixed_frequency,PM_fixed_pmw,PM_variable_rank,PM_variable_frequency,PM_variable_pmw,PN_fixed_rank,PN_fixed_frequency,PN_fixed_pmw,PN_variable_rank,PN_variable_frequency,PN_variable_pmw,LB_fixed_rank,LB_fixed_frequency,LB_fixed_pmw,LB_variable_rank,LB_variable_frequency,LB_variable_pmw,OW_fixed_rank,OW_fixed_frequency,OW_fixed_pmw,OW_variable_rank,OW_variable_frequency,OW_variable_pmw,core_rank,core_frequency,core_pmw
1860,スタート,スタート,名詞-普通名詞-サ変可能,start,外,5086,48.6175528,2272,1104,38.8042267,740,553,124.983812,805,194,141.6294099,2788,858,28.3097075,5625,29,5.9415369,7149,7,7.5680585,1085,357,95.1881205,3064,90,24.0791852,1421,562,54.9069952,793,1137,112.2876127,,,,,,,1741,195,38.2170174,2073,276,43.372801,2308,1026,37.9444339,684,157,135.6662162,755,515,122.7155546,740,142,152.5897271,814,122,139.0785703,2516,218,32.6094289,2845,796,27.6118226,7448,3,2.8802977,5532,29,6.154076,1625,70,63.7561673
1868,ニュース,ニュース,名詞-普通名詞-一般,news,外,5072,48.4837255,2825,851,29.9115914,1340,328,74.1314473,1367,114,83.2255295,1886,1354,44.6752261,3660,68,13.9318797,3871,18,19.4607218,2251,139,37.0620413,1843,162,43.3425334,1155,690,67.412503,683,1313,129.6689846,6922,2,8.9613363,,,,5239,33,6.4674953,2772,195,30.6438268,2899,784,28.9945772,1224,95,82.0910225,1400,299,71.2465065,1304,82,88.1151945,1821,53,60.4193789,1899,298,44.5761919,1876,1292,44.8171794,5591,6,5.7605954,3620,67,14.2180376,1400,82,74.6857959
1870,キー,キー,名詞-普通名詞-一般,key,外,5065,48.4168118,1272,2059,72.3712887,983,437,98.7665928,2971,46,33.5822312,2957,805,26.5609727,6266,23,4.7122534,1021,96,103.7905161,4610,45,11.9985026,2824,99,26.4871037,907,903,88.2224495,1755,525,51.8478423,10039,1,4.4806682,,,,5988,26,5.0956023,1263,468,73.5451843,1262,1963,72.5973915,1063,108,93.3245309,982,410,97.6958784,2802,34,36.5355685,3888,21,23.9397539,2882,184,27.5235547,2986,756,26.2242938,6661,4,3.8403969,6164,23,4.8808189,2664,40,36.4320956
1873,マン,マン,名詞-普通名詞-一般,man,外,5053,48.3021027,2185,1158,40.7022595,829,501,113.2312655,1881,80,58.4038804,2061,1229,40.5508515,6118,24,4.917134,17635,1,1.0811512,5184,37,9.8654355,1802,165,44.1451729,1087,736,71.9066698,820,1106,109.2261211,10039,1,4.4806682,,,,7899,15,2.9397706,2221,255,40.0726966,2201,1093,40.4222868,879,126,108.8786193,871,457,108.8951621,2138,47,50.5050505,1723,56,63.8393437,2037,278,41.5845011,2104,1142,39.6139465,6661,4,3.8403969,6025,24,5.0930284,2356,46,41.8969099
1899,エンジン,エンジン,名詞-普通名詞-一般,engine,外,4992,47.718998,2054,1251,43.9710938,499,786,177.6442608,4510,27,19.7113096,2335,1068,35.2386569,4771,41,8.4001039,1689,55,59.4633165,7200,21,5.5993012,1788,166,44.4127194,785,1053,102.8773415,1802,507,50.070202,3715,5,22.4033408,,,,8718,12,2.3518165,2174,263,41.3298792,2050,1189,43.9726432,535,195,168.5026252,493,759,180.8565164,3661,24,25.789813,7232,9,10.2598945,2374,232,34.7036125,2326,1017,35.2779191,4379,10,9.6009924,4679,41,8.7005902,3087,33,30.0564789
1921,スタイル,スタイル,名詞-普通名詞-一般,style,外,4930,47.1263341,1815,1428,50.1924236,279,1334,301.4980203,3028,45,32.8521827,2488,991,32.6980422,7319,16,3.2780893,3408,22,23.7853266,4662,44,11.7318692,3589,74,19.7984412,2029,371,36.2464328,1578,592,58.4646145,,,,,,,8397,13,2.5478012,1831,319,50.1301577,1813,1357,50.1857669,345,289,249.7295317,266,1290,307.3845932,3164,29,31.1626907,2648,34,38.7596016,2380,231,34.5540279,2494,937,32.5028615,8692,2,1.9201985,7215,16,3.3953523,1861,60,54.6481434
1922,ベース,ベース,名詞-普通名詞-一般,base,外,4923,47.0594205,2181,1160,40.772557,670,603,136.2843375,2821,49,35.7723767,3013,788,26.0000577,528,1205,246.8811029,4206,16,17.2984194,6125,28,7.4657349,5332,45,12.0395926,2466,291,28.4304904,1860,489,48.2925617,,,,,,,1477,249,48.8001914,2459,227,35.6725574,2192,1098,40.6072012,722,150,129.617404,659,580,138.2039256,2613,37,39.7592951,3298,26,29.6396953,3416,149,22.2880959,2977,758,26.2936703,482,293,281.3090761,532,1153,244.6775731,2007,55,50.0941314
1934,コーヒー,コーヒー,名詞-普通名詞-一般,coffee,外,4874,46.5910249,2138,1186,41.6864247,1751,254,57.4066695,3824,34,24.8216492,1583,1627,53.6828603,3788,64,13.1123573,4038,17,18.3795706,4662,44,11.7318692,1193,252,67.4217186,1614,492,48.0680456,1059,890,87.8944374,1837,12,53.7680179,,,,17137,2,0.3919694,2205,257,40.3869922,2138,1127,41.6797047,1445,82,70.8575142,1709,247,58.8558097,5011,16,17.1932087,3196,27,30.7796836,1568,364,54.4487713,1611,1521,52.7607816,2759,24,23.0423817,3941,57,12.0959425,2067,53,48.2725266
1939,ドラマ,ドラマ,名詞-普通名詞-一般,drama,外,4861,46.4667566,3543,634,22.2843113,887,474,107.1289817,844,184,134.3289248,3390,679,22.4036031,11076,6,1.2292835,17635,1,1.0811512,4812,42,11.1986024,3446,78,20.8686272,830,993,97.0153847,502,1758,173.6162033,4389,4,17.9226726,,,,10399,8,1.5678776,3492,146,22.9435831,3648,586,21.6719671,631,166,143.4432604,938,428,101.9849658,949,112,120.3524608,706,137,156.1783945,2756,194,29.0194001,3521,613,21.2638785,10918,1,0.9600992,11722,5,1.0610476,916,123,112.0286939
1954,コスト,コスト,名詞-普通名詞-一般,cost,外,4827,46.1417474,1495,1744,61.2994305,1470,302,68.255174,2334,62,45.2630073,2339,1067,35.2056619,815,703,144.0310501,9682,4,4.3246048,2937,93,24.7969053,3446,78,20.8686272,2892,238,23.2524286,4187,185,18.270192,,,,,,,1145,351,68.7906313,1374,430,67.5735668,1458,1691,62.5380484,1484,79,68.2651661,1442,290,69.1019628,2942,32,34.3864174,1888,51,58.1394023,2527,217,32.4598444,2283,1039,36.0410599,873,139,133.4537938,803,692,146.8489858,1295,88,80.1506103
2000,イタリア,イタリア,名詞-固有名詞-地名-国,Italia,固,4720,45.1189244,1942,1322,46.4666555,1172,371,83.8498992,1533,100,73.0048504,1459,1737,57.31231,2318,150,30.7320875,1021,96,103.7905161,5184,37,9.8654355,1977,151,40.3995218,2390,303,29.6028817,2076,426,42.0708206,6922,2,8.9613363,,,,6122,25,4.8996176,1896,306,48.0872359,1961,1244,46.0067015,1150,101,87.2757187,1172,350,83.3989206,1413,75,80.5931657,1995,48,54.7194375,1447,391,58.4875537,1498,1615,56.0214742,2294,33,31.6832748,2393,138,29.2849133,1911,58,52.8265386
2003,シート,シート,名詞-普通名詞-一般,sheet,外,4708,45.0042152,1969,1308,45.9745729,696,584,131.9901378,3824,34,24.8216492,2727,885,29.2005725,2874,107,21.9222224,1637,57,61.625619,1425,252,67.1916145,2204,134,35.8512313,1058,755,73.7629561,1625,571,56.3907008,5368,3,13.4420045,,,,7239,18,3.5277247,1957,295,46.3586098,1979,1229,45.4519583,649,163,140.8509123,683,566,134.8679688,3534,25,26.8643886,5008,15,17.0998242,2484,221,33.0581826,2760,824,28.5830927,2037,40,38.4039694,2859,104,22.0697898,2781,38,34.6104908
2004,オーケー,オーケー,名詞-普通名詞-サ変可能,okay,外,4696,44.8895061,2325,1070,37.609169,1110,389,87.9180884,6119,18,13.1408731,3765,588,19.4010583,,,,17635,1,1.0811512,5461,34,9.0655353,3757,70,18.7282552,483,1787,174.5886128,1296,720,71.1056123,,,,,,,7026,19,3.7237094,2230,254,39.9155488,2291,1032,38.1663312,1287,91,78.6345584,1079,378,90.0708343,8020,8,8.5966043,5291,14,15.9598359,3905,125,18.6980671,3776,557,19.3213382,,,,,,,2447,44,40.0753051
2006,リスク,リスク,名詞-普通名詞-一般,risk,外,4692,44.8512697,1065,2428,85.3411797,2819,153,34.579608,3093,44,32.1221342,2769,866,28.5736675,1642,256,52.4494293,13548,2,2.1623024,5887,30,7.9990017,6748,33,8.8290346,2851,242,23.6432257,2502,347,34.2689548,,,,,,,1322,291,57.031549,1003,574,90.2028543,1059,2317,85.6893307,2619,43,37.1569891,2757,149,35.5041119,2942,32,34.3864174,3113,28,31.9196719,2656,204,30.5152454,2775,818,28.3749634,1197,88,84.4887328,1625,253,53.6890078,2904,36,32.788886
